entity_id:ID(Entity-ID),:LABEL,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_83c565eb9d822901,Entity,ent_83c565eb9d822901,ent_83c565eb9d822901,校正修复检验,校正修复检验,校正修复检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[344],344,"[""eocc_0ca2db3b052346be""]",eocc_0ca2db3b052346be
ent_83f956d644ae5474,Entity,ent_83f956d644ae5474,ent_83f956d644ae5474,关键工序,关键工序,关键工序,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[343],343,"[""eocc_cefbac748d13da31""]",eocc_cefbac748d13da31
ent_8464a0b53e04a767,Entity,ent_8464a0b53e04a767,ent_8464a0b53e04a767,定压涡轮增压,定压涡轮增压,定压涡轮增压,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},"[357, 358, 359]",357|358|359,"[""eocc_3a55e08404a3fa56"", ""eocc_54aeca1e4af01d67"", ""eocc_f8ba4bcc32c789d6""]",eocc_3a55e08404a3fa56|eocc_54aeca1e4af01d67|eocc_f8ba4bcc32c789d6
ent_847cbe0024d491b8,Entity,ent_847cbe0024d491b8,ent_847cbe0024d491b8,平均有效压力 pe,平均有效压力pe,平均有效压力 pe,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[357],357,"[""eocc_08d4ce4078674ee5""]",eocc_08d4ce4078674ee5
ent_848f250c53b29a36,Entity,ent_848f250c53b29a36,ent_848f250c53b29a36,更换记录,更换记录,更换记录,文件,文件,"[""文件""]",文件,,{},[341],341,"[""eocc_a92359741ddbfd15""]",eocc_a92359741ddbfd15
ent_84f2e6a0f68a51ca,Entity,ent_84f2e6a0f68a51ca,ent_84f2e6a0f68a51ca,活塞组件过热与损坏,活塞组件过热与损坏,活塞组件过热与损坏,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[351],351,"[""eocc_054a82460d4f4138""]",eocc_054a82460d4f4138
ent_84f724ac936840ae,Entity,ent_84f724ac936840ae,ent_84f724ac936840ae,原厂备件,原厂备件,原厂备件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[337],337,"[""eocc_7fca2058d5f4e640""]",eocc_7fca2058d5f4e640
ent_851d4c58484b6be6,Entity,ent_851d4c58484b6be6,ent_851d4c58484b6be6,现场安全与环境准备,现场安全与环境准备,现场安全与环境准备,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_efe35788a09bb80e""]",eocc_efe35788a09bb80e
ent_854adc7e145a8154,Entity,ent_854adc7e145a8154,ent_854adc7e145a8154,关闭截止阀,关闭截止阀,关闭截止阀,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_bc6f9c60ef64dd7b""]",eocc_bc6f9c60ef64dd7b
ent_8562351af59769ba,Entity,ent_8562351af59769ba,ent_8562351af59769ba,进场复核检验,进场复核检验,进场复核检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[341],341,"[""eocc_0193b3e168a05428""]",eocc_0193b3e168a05428
ent_8583f821645222ba,Entity,ent_8583f821645222ba,ent_8583f821645222ba,试车报告,试车报告,试车报告,文件,文件,"[""文件""]",文件,,{},[348],348,"[""eocc_e2cf7e09791665f9""]",eocc_e2cf7e09791665f9
ent_85ad7dafe6625982,Entity,ent_85ad7dafe6625982,ent_85ad7dafe6625982,活塞环弹性检测,活塞环弹性检测,活塞环弹性检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_2959af336d75b20f""]",eocc_2959af336d75b20f
ent_85b2ba1710610294,Entity,ent_85b2ba1710610294,ent_85b2ba1710610294,喷嘴环,喷嘴环,喷嘴环,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[359],359,"[""eocc_49c21b1fbd1320ef""]",eocc_49c21b1fbd1320ef
ent_85c95c0a521b4053,Entity,ent_85c95c0a521b4053,ent_85c95c0a521b4053,材质缺陷,材质缺陷,材质缺陷,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_24e5e263f3ec3616""]",eocc_24e5e263f3ec3616
ent_85eee71ff854bcb5,Entity,ent_85eee71ff854bcb5,ent_85eee71ff854bcb5,船方确认,船方确认,船方确认,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[337],337,"[""eocc_60675cbfb775ab8c""]",eocc_60675cbfb775ab8c
ent_860bdcf1a96ee41c,Entity,ent_860bdcf1a96ee41c,ent_860bdcf1a96ee41c,活塞环侧隙检测,活塞环侧隙检测,活塞环侧隙检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_a3d19e4d1063b66f""]",eocc_a3d19e4d1063b66f
ent_86590f47023e07ff,Entity,ent_86590f47023e07ff,ent_86590f47023e07ff,复检数据记录,复检数据记录,复检数据记录,文件,文件,"[""文件""]",文件,,{},[339],339,"[""eocc_f20494fd752add59""]",eocc_f20494fd752add59
ent_8672950c09f3fa07,Entity,ent_8672950c09f3fa07,ent_8672950c09f3fa07,保护功能,保护功能,保护功能,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[347],347,"[""eocc_922e99078ffa98e1""]",eocc_922e99078ffa98e1
ent_86a833bba565facb,Entity,ent_86a833bba565facb,ent_86a833bba565facb,作业进度核对,作业进度核对,作业进度核对,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[342],342,"[""eocc_9ea93b7bdf5cf08e""]",eocc_9ea93b7bdf5cf08e
ent_87141a6e972980cf,Entity,ent_87141a6e972980cf,ent_87141a6e972980cf,维护不及时,维护不及时,维护不及时,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[334],334,"[""eocc_0c3fca09d29761d2""]",eocc_0c3fca09d29761d2
ent_877c072dcd353d25,Entity,ent_877c072dcd353d25,ent_877c072dcd353d25,磕碰,磕碰,磕碰,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[339],339,"[""eocc_4264794d735c281f""]",eocc_4264794d735c281f
ent_877d89b36444d1b5,Entity,ent_877d89b36444d1b5,ent_877d89b36444d1b5,连杆轴承间隙,连杆轴承间隙,连杆轴承间隙,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[345],345,"[""eocc_05b428f52a1fe87d""]",eocc_05b428f52a1fe87d
ent_87b3a85fb525091f,Entity,ent_87b3a85fb525091f,ent_87b3a85fb525091f,静态完工检验,静态完工检验,静态完工检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[345],345,"[""eocc_d5f5bc6dc237a0da""]",eocc_d5f5bc6dc237a0da
ent_88279c961472890e,Entity,ent_88279c961472890e,ent_88279c961472890e,装配顺序,装配顺序,装配顺序,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[341],341,"[""eocc_cb4b97eb3116139b""]",eocc_cb4b97eb3116139b
ent_886fc25160787db3,Entity,ent_886fc25160787db3,ent_886fc25160787db3,《轮机循环检验 (CMS) 实施指南》,轮机循环检验cms实施指南,《轮机循环检验 (CMS) 实施指南》,文件,文件,"[""文件""]",文件,,{},[343],343,"[""eocc_f3293ed00868eba2""]",eocc_f3293ed00868eba2
ent_8903e65b27cc77ee,Entity,ent_8903e65b27cc77ee,ent_8903e65b27cc77ee,船舶主机关键部件,船舶主机关键部件,船舶主机关键部件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[337],337,"[""eocc_29da36f1ac4b2cc3""]",eocc_29da36f1ac4b2cc3
ent_895f5c3446d6f190,Entity,ent_895f5c3446d6f190,ent_895f5c3446d6f190,设备说明书,设备说明书,设备说明书,文件,文件,"[""文件""]",文件,,{},"[351, 354, 355]",351|354|355,"[""eocc_29bc91c98269c2b5"", ""eocc_58f4a9d6713ab680"", ""eocc_cd82ad2b52a3bf39""]",eocc_29bc91c98269c2b5|eocc_58f4a9d6713ab680|eocc_cd82ad2b52a3bf39
ent_89bc7292d4033575,Entity,ent_89bc7292d4033575,ent_89bc7292d4033575,滑油系统密性试验,滑油系统密性试验,滑油系统密性试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[346],346,"[""eocc_b56391ee74fd39ee""]",eocc_b56391ee74fd39ee
ent_8a1aef8b79d8ea61,Entity,ent_8a1aef8b79d8ea61,ent_8a1aef8b79d8ea61,积污,积污,积污,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_08472677189e4feb""]",eocc_08472677189e4feb
ent_8ac449afc3e7a33e,Entity,ent_8ac449afc3e7a33e,ent_8ac449afc3e7a33e,柴油机原厂技术说明书,柴油机原厂技术说明书,柴油机原厂技术说明书,文件,文件,"[""文件""]",文件,,{},[343],343,"[""eocc_db7ef8af72c8bfce""]",eocc_db7ef8af72c8bfce
ent_8ac7b9010d0b8c2c,Entity,ent_8ac7b9010d0b8c2c,ent_8ac7b9010d0b8c2c,船速,船速,船速,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[351, 352]",351|352,"[""eocc_84c02d2ba7163448"", ""eocc_ef72be9bd0cdbb1a""]",eocc_84c02d2ba7163448|eocc_ef72be9bd0cdbb1a
ent_8b118f56a6237a57,Entity,ent_8b118f56a6237a57,ent_8b118f56a6237a57,积水,积水,积水,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[347],347,"[""eocc_ea6d4f09e20142c7""]",eocc_ea6d4f09e20142c7
ent_8b20e571bdaf8d74,Entity,ent_8b20e571bdaf8d74,ent_8b20e571bdaf8d74,部件精准检测与故障量化,部件精准检测与故障量化,部件精准检测与故障量化,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[333],333,"[""eocc_2a92a9c28a226e36""]",eocc_2a92a9c28a226e36
ent_8b849f8ef53ca107,Entity,ent_8b849f8ef53ca107,ent_8b849f8ef53ca107,《船舶柴油机修理技术要求》(CB/T3533-1994),船舶柴油机修理技术要求cbt35331994,《船舶柴油机修理技术要求》(CB/T3533-1994),文件,文件,"[""文件""]",文件,,{},[334],334,"[""eocc_86cd1a6eef7fbe7c""]",eocc_86cd1a6eef7fbe7c
ent_8baf94e85a472052,Entity,ent_8baf94e85a472052,ent_8baf94e85a472052,紧固力度,紧固力度,紧固力度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[355],355,"[""eocc_dce698d9bc1e995d""]",eocc_dce698d9bc1e995d
ent_8c0872427b75d422,Entity,ent_8c0872427b75d422,ent_8c0872427b75d422,作业计划调整,作业计划调整,作业计划调整,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[342],342,"[""eocc_1efffa83fef6bae9""]",eocc_1efffa83fef6bae9
ent_8c0ceb68cdabea5d,Entity,ent_8c0ceb68cdabea5d,ent_8c0ceb68cdabea5d,滑油压力波动,滑油压力波动,滑油压力波动,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[331],331,"[""eocc_e3ef17a61a86c9c2""]",eocc_e3ef17a61a86c9c2
ent_8c23c345b830944f,Entity,ent_8c23c345b830944f,ent_8c23c345b830944f,长期应力作用,长期应力作用,长期应力作用,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_bbde74b730bc4825""]",eocc_bbde74b730bc4825
ent_8c571abb41b7c533,Entity,ent_8c571abb41b7c533,ent_8c571abb41b7c533,缸盖局部烧蚀裂纹,缸盖局部烧蚀裂纹,缸盖局部烧蚀裂纹,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[351],351,"[""eocc_947efd16eead5de6""]",eocc_947efd16eead5de6
ent_8c80395d7e719db3,Entity,ent_8c80395d7e719db3,ent_8c80395d7e719db3,监控增压器的工作状态,监控增压器的工作状态,监控增压器的工作状态,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[352],352,"[""eocc_98c662e81ba69b48""]",eocc_98c662e81ba69b48
ent_8d3ceaf2888bf19d,Entity,ent_8d3ceaf2888bf19d,ent_8d3ceaf2888bf19d,大管轮,大管轮,大管轮,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[350],350,"[""eocc_ae0ffb497f846bc6""]",eocc_ae0ffb497f846bc6
ent_8d5f5e0c239502de,Entity,ent_8d5f5e0c239502de,ent_8d5f5e0c239502de,尺寸精度,尺寸精度,尺寸精度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[341],341,"[""eocc_1c3b91dda2884906""]",eocc_1c3b91dda2884906
ent_8da4fcb3c2d7ac0f,Entity,ent_8da4fcb3c2d7ac0f,ent_8da4fcb3c2d7ac0f,质量保证期,质量保证期,质量保证期,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[349],349,"[""eocc_93c98b1d7711e921""]",eocc_93c98b1d7711e921
ent_8e032fc2044e40dd,Entity,ent_8e032fc2044e40dd,ent_8e032fc2044e40dd,检查螺栓,检查螺栓,检查螺栓,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_cb99cea650338376""]",eocc_cb99cea650338376
ent_8e2ef8755c54e675,Entity,ent_8e2ef8755c54e675,ent_8e2ef8755c54e675,复合增压,复合增压,复合增压,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[357],357,"[""eocc_b6129cc3c7bed220""]",eocc_b6129cc3c7bed220
ent_8e43122110df3a4a,Entity,ent_8e43122110df3a4a,ent_8e43122110df3a4a,温度,温度,温度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[338, 350]",338|350,"[""eocc_7ad4df51dd86fa32"", ""eocc_c4e0efc4709cb9ee""]",eocc_7ad4df51dd86fa32|eocc_c4e0efc4709cb9ee
ent_8e5f215f3c3ee9aa,Entity,ent_8e5f215f3c3ee9aa,ent_8e5f215f3c3ee9aa,缸号,缸号,缸号,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[332],332,"[""eocc_5271a4a8c7fedb12""]",eocc_5271a4a8c7fedb12
ent_8e84a933a01388ff,Entity,ent_8e84a933a01388ff,ent_8e84a933a01388ff,配气机构检测,配气机构检测,配气机构检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[331],331,"[""eocc_3c49710fda1800b0""]",eocc_3c49710fda1800b0
ent_8e85c2d2403f68ca,Entity,ent_8e85c2d2403f68ca,ent_8e85c2d2403f68ca,机械加工工艺,机械加工工艺,机械加工工艺,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[336],336,"[""eocc_a9c6a71c6f90ba7f""]",eocc_a9c6a71c6f90ba7f
ent_8e90f2de43b2ba6c,Entity,ent_8e90f2de43b2ba6c,ent_8e90f2de43b2ba6c,冷却水孔道,冷却水孔道,冷却水孔道,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[353],353,"[""eocc_cf7e8051870588d5""]",eocc_cf7e8051870588d5
ent_8eca24a60d2589aa,Entity,ent_8eca24a60d2589aa,ent_8eca24a60d2589aa,CMS/PMS 检验记录,cmspms检验记录,CMS/PMS 检验记录,文件,文件,"[""文件""]",文件,,{},[329],329,"[""eocc_83a23db73e3b08e2""]",eocc_83a23db73e3b08e2
ent_8ece98377ffe578b,Entity,ent_8ece98377ffe578b,ent_8ece98377ffe578b,维修单位的安全负责人,维修单位的安全负责人,维修单位的安全负责人,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[337],337,"[""eocc_92da316641b15a74""]",eocc_92da316641b15a74
ent_8eeea8f97d36055b,Entity,ent_8eeea8f97d36055b,ent_8eeea8f97d36055b,水压试验,水压试验,水压试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[331],331,"[""eocc_236fecd7d95dd176""]",eocc_236fecd7d95dd176
ent_8efefa34b68c48c3,Entity,ent_8efefa34b68c48c3,ent_8efefa34b68c48c3,机械加工修复,机械加工修复,机械加工修复,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[340],340,"[""eocc_829cc00775497031""]",eocc_829cc00775497031
ent_8f1da5acc8f720bb,Entity,ent_8f1da5acc8f720bb,ent_8f1da5acc8f720bb,优化润滑冷却,优化润滑冷却,优化润滑冷却,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[354],354,"[""eocc_35952e6927476443""]",eocc_35952e6927476443
ent_8f219c0ab944a868,Entity,ent_8f219c0ab944a868,ent_8f219c0ab944a868,日常维护管理,日常维护管理,日常维护管理,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[350],350,"[""eocc_345ffc559feae9b2""]",eocc_345ffc559feae9b2
ent_8f2e36aa9ccf75eb,Entity,ent_8f2e36aa9ccf75eb,ent_8f2e36aa9ccf75eb,控制磨损速度,控制磨损速度,控制磨损速度,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[353],353,"[""eocc_f72f2987da35d2be""]",eocc_f72f2987da35d2be
ent_8f464c0fb692210e,Entity,ent_8f464c0fb692210e,ent_8f464c0fb692210e,曲轴主轴颈直径检测,曲轴主轴颈直径检测,曲轴主轴颈直径检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_78393a23e90cb9f2""]",eocc_78393a23e90cb9f2
ent_8f4a3314b1f9fbd0,Entity,ent_8f4a3314b1f9fbd0,ent_8f4a3314b1f9fbd0,质保责任,质保责任,质保责任,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[349],349,"[""eocc_cea8ab0ae5d7ac98""]",eocc_cea8ab0ae5d7ac98
ent_8f8929761ee57015,Entity,ent_8f8929761ee57015,ent_8f8929761ee57015,风险点,风险点,风险点,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[339],339,"[""eocc_078d5eb9d73395de""]",eocc_078d5eb9d73395de
ent_901af3ed58de920b,Entity,ent_901af3ed58de920b,ent_901af3ed58de920b,冷却水系统管路,冷却水系统管路,冷却水系统管路,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[330, 341]",330|341,"[""eocc_5bc978a002f1567f"", ""eocc_e0dc0d95129280d7""]",eocc_5bc978a002f1567f|eocc_e0dc0d95129280d7
ent_908cd9e7da0aa88c,Entity,ent_908cd9e7da0aa88c,ent_908cd9e7da0aa88c,划痕,划痕,划痕,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_25dfb7a3a199b2b0""]",eocc_25dfb7a3a199b2b0
ent_90d1b617441f9770,Entity,ent_90d1b617441f9770,ent_90d1b617441f9770,参与勘验的人员,参与勘验的人员,参与勘验的人员,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[334],334,"[""eocc_53f017be324102ad""]",eocc_53f017be324102ad
ent_90fa0868170c0e82,Entity,ent_90fa0868170c0e82,ent_90fa0868170c0e82,装配前准备,装配前准备,装配前准备,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[341],341,"[""eocc_93e4ed1641dff69c""]",eocc_93e4ed1641dff69c
ent_913f5ee836d3f65f,Entity,ent_913f5ee836d3f65f,ent_913f5ee836d3f65f,焊接修复检验,焊接修复检验,焊接修复检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[344],344,"[""eocc_8dd5b1e2ccaeb92b""]",eocc_8dd5b1e2ccaeb92b
ent_914932c6951e8789,Entity,ent_914932c6951e8789,ent_914932c6951e8789,燃油管路,燃油管路,燃油管路,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_ba117d51be660774""]",eocc_ba117d51be660774
ent_91675d4c18a33b74,Entity,ent_91675d4c18a33b74,ent_91675d4c18a33b74,船长,船长,船长,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[352],352,"[""eocc_bd70d4cefd8a6c0a""]",eocc_bd70d4cefd8a6c0a
ent_91f2ca299f131729,Entity,ent_91f2ca299f131729,ent_91f2ca299f131729,仪表,仪表,仪表,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[345],345,"[""eocc_ecf07adbca055a2c""]",eocc_ecf07adbca055a2c
ent_921c25e0304d02ea,Entity,ent_921c25e0304d02ea,ent_921c25e0304d02ea,备件合格证明,备件合格证明,备件合格证明,文件,文件,"[""文件""]",文件,,{},"[337, 341, 342, 346]",337|341|342|346,"[""eocc_50f866efe7771a5c"", ""eocc_7c7d848576b57389"", ""eocc_db8777c303bc80d8"", ""eocc_f3b299d8f7dc509b""]",eocc_50f866efe7771a5c|eocc_7c7d848576b57389|eocc_db8777c303bc80d8|eocc_f3b299d8f7dc509b
ent_92f19f469cf042e9,Entity,ent_92f19f469cf042e9,ent_92f19f469cf042e9,开度不够,开度不够,开度不够,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_1864fc703110f8ab""]",eocc_1864fc703110f8ab
ent_93601a1cba2d680a,Entity,ent_93601a1cba2d680a,ent_93601a1cba2d680a,输出功率,输出功率,输出功率,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_8b46fb5ab7d316d6""]",eocc_8b46fb5ab7d316d6
ent_936762d445d695a4,Entity,ent_936762d445d695a4,ent_936762d445d695a4,脉冲压力波,脉冲压力波,脉冲压力波,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[358],358,"[""eocc_2ecc5d891a15bafb""]",eocc_2ecc5d891a15bafb
ent_93c9f8754a0f8b47,Entity,ent_93c9f8754a0f8b47,ent_93c9f8754a0f8b47,验收报告,验收报告,验收报告,文件,文件,"[""文件""]",文件,,{},"[337, 345]",337|345,"[""eocc_672b3443ad39279c"", ""eocc_f01f533f6b55200f""]",eocc_672b3443ad39279c|eocc_f01f533f6b55200f
ent_949bf12529058df2,Entity,ent_949bf12529058df2,ent_949bf12529058df2,应急设备,应急设备,应急设备,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[338],338,"[""eocc_dd5c43e39a5d9444""]",eocc_dd5c43e39a5d9444
ent_94f16c54bbd32b2e,Entity,ent_94f16c54bbd32b2e,ent_94f16c54bbd32b2e,瓦背贴合度检测,瓦背贴合度检测,瓦背贴合度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_aba8fb6dbcf261e3""]",eocc_aba8fb6dbcf261e3
ent_9513b6afd2088e2c,Entity,ent_9513b6afd2088e2c,ent_9513b6afd2088e2c,水道,水道,水道,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[332, 339, 341]",332|339|341,"[""eocc_0912bb2d58c57d6b"", ""eocc_54ead03db2984b4e"", ""eocc_a5627122bb1dc200""]",eocc_0912bb2d58c57d6b|eocc_54ead03db2984b4e|eocc_a5627122bb1dc200
ent_953d658b3d376a81,Entity,ent_953d658b3d376a81,ent_953d658b3d376a81,材质,材质,材质,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[338],338,"[""eocc_fcd6bdfa38c50c55""]",eocc_fcd6bdfa38c50c55
ent_95a31c2d87980285,Entity,ent_95a31c2d87980285,ent_95a31c2d87980285,质量检验,质量检验,质量检验,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[329],329,"[""eocc_5e4a86ff1892d2db""]",eocc_5e4a86ff1892d2db
ent_96a72279a35ceef7,Entity,ent_96a72279a35ceef7,ent_96a72279a35ceef7,电压,电压,电压,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[344],344,"[""eocc_29edf33b04e11347""]",eocc_29edf33b04e11347
ent_96bdeb334345fd80,Entity,ent_96bdeb334345fd80,ent_96bdeb334345fd80,曲轴系统,曲轴系统,曲轴系统,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[331],331,"[""eocc_50c1b82449b39c17""]",eocc_50c1b82449b39c17
ent_97502f1a01cb94f0,Entity,ent_97502f1a01cb94f0,ent_97502f1a01cb94f0,焊工,焊工,焊工,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[338],338,"[""eocc_37ab526f61868564""]",eocc_37ab526f61868564
ent_97746b1fd783d4bc,Entity,ent_97746b1fd783d4bc,ent_97746b1fd783d4bc,专检,专检,专检,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[342],342,"[""eocc_aa61657701ef41a9""]",eocc_aa61657701ef41a9
ent_97b685ec89053991,Entity,ent_97b685ec89053991,ent_97b685ec89053991,冷却系统水压试验,冷却系统水压试验,冷却系统水压试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,"{""保压时间"": ""≥5min"", ""试验压力"": ""符合原厂标准""}",[346],346,"[""eocc_3c21e4bdd4b9d990""]",eocc_3c21e4bdd4b9d990
ent_98599233f8394610,Entity,ent_98599233f8394610,ent_98599233f8394610,缸套维护,缸套维护,缸套维护,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[354],354,"[""eocc_ace391a7b493a4ab""]",eocc_ace391a7b493a4ab
ent_98914677eceae031,Entity,ent_98914677eceae031,ent_98914677eceae031,阀座,阀座,阀座,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[332, 333]",332|333,"[""eocc_46cc43d6b98b56e6"", ""eocc_5e3bb1e4f9585818""]",eocc_46cc43d6b98b56e6|eocc_5e3bb1e4f9585818
ent_989dc72444d4583a,Entity,ent_989dc72444d4583a,ent_989dc72444d4583a,维修工艺,维修工艺,维修工艺,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[336],336,"[""eocc_1b8f08422562c9ab""]",eocc_1b8f08422562c9ab
ent_990297d0c3f6af3e,Entity,ent_990297d0c3f6af3e,ent_990297d0c3f6af3e,安装应力过大,安装应力过大,安装应力过大,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_ad8256ea765a727c""]",eocc_ad8256ea765a727c
ent_99f85e839a7bc260,Entity,ent_99f85e839a7bc260,ent_99f85e839a7bc260,漏油,漏油,漏油,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[330, 340, 347]",330|340|347,"[""eocc_01006156d54acba5"", ""eocc_ab4255dad9c8c55f"", ""eocc_eaa53d2c1e9a6fab""]",eocc_01006156d54acba5|eocc_ab4255dad9c8c55f|eocc_eaa53d2c1e9a6fab
ent_9a10747bcd705fa9,Entity,ent_9a10747bcd705fa9,ent_9a10747bcd705fa9,热效率,热效率,热效率,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[356],356,"[""eocc_85a1f3866f5c10e1""]",eocc_85a1f3866f5c10e1
ent_9a3582567b9c1766,Entity,ent_9a3582567b9c1766,ent_9a3582567b9c1766,低负荷,低负荷,低负荷,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[359],359,"[""eocc_f4399506a178b99d""]",eocc_f4399506a178b99d
ent_9a9de6821190c520,Entity,ent_9a9de6821190c520,ent_9a9de6821190c520,油头座孔,油头座孔,油头座孔,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[353],353,"[""eocc_43d8fa6769d029bd""]",eocc_43d8fa6769d029bd
ent_9aa8e5e7ef3100de,Entity,ent_9aa8e5e7ef3100de,ent_9aa8e5e7ef3100de,突发性故障抢修,突发性故障抢修,突发性故障抢修,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[350],350,"[""eocc_ca092c16c0bcd0c5""]",eocc_ca092c16c0bcd0c5
ent_9b91023a8f07bb78,Entity,ent_9b91023a8f07bb78,ent_9b91023a8f07bb78,调速器参数,调速器参数,调速器参数,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[341],341,"[""eocc_ba8f3f4b907e596e""]",eocc_ba8f3f4b907e596e
