relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
rel_d9567f8cc9625441,REL_EDD5CAA12A,ent_8de1251640837fa3,ent_7f7b73b20797bf99,系统压力偏低,循环油柜,故障损伤,设备部件,发生部位,发生部位,发生部位,系统压力偏低,"[""系统压力偏低""]",系统压力偏低,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[470],470,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_8887c9ec03d64e3d,REL_5D9506010F,ent_8e2249fcb93a35e2,ent_00829985204a0b85,MH 轮主机燃用劣质燃油，缸套异常磨损,失去弹性并严重磨损,事故案例,故障损伤,表现为,表现为,表现为,表现为,"[""表现为""]",表现为,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[507],507,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_218ed7313ae0e865,REL_5D9506010F,ent_8e2249fcb93a35e2,ent_04ee399e95bfb166,MH 轮主机燃用劣质燃油，缸套异常磨损,断令,事故案例,故障损伤,表现为,表现为,表现为,表现为,"[""表现为""]",表现为,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[507],507,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_844d20311c938b3c,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_16e37ef03d6594d0,MH 轮主机燃用劣质燃油，缸套异常磨损,燃油滤器,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_e4e1eb1af1c29d81,REL_5D9506010F,ent_8e2249fcb93a35e2,ent_19a7d79d26e65168,MH 轮主机燃用劣质燃油，缸套异常磨损,缸套异常磨损,事故案例,故障损伤,表现为,表现为,表现为,表现为,"[""表现为""]",表现为,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[507],507,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_6c45c74bef83d5a5,REL_B855FE5F5B,ent_8e2249fcb93a35e2,ent_1eaf69d0f3a6a728,MH 轮主机燃用劣质燃油，缸套异常磨损,混油,事故案例,原因因素,原因是,原因是,原因是,认为是...所致,"[""认为是...所致""]",认为是...所致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""原因是"", ""relation_key"": ""原因是"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""原因因素""}",[507],507,CAUSED_BY,原因是,Caused By,原因是 / Caused By
rel_b504c94a4c2bae1e,REL_5BE0DD1AA4,ent_8e2249fcb93a35e2,ent_4001cf94cfb3edce,MH 轮主机燃用劣质燃油，缸套异常磨损,吊缸更换,事故案例,处置措施,采取,采取,采取,采取,"[""采取""]",采取,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""处置措施""}",[507],507,ADOPTS,采取,Adopts,采取 / Adopts
rel_5ff20be394a495d9,REL_5BE0DD1AA4,ent_8e2249fcb93a35e2,ent_4e0749800b694d8a,MH 轮主机燃用劣质燃油，缸套异常磨损,减少该缸油门和加大该缸气缸油,事故案例,处置措施,采取,采取,采取,采取,"[""采取""]",采取,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""处置措施""}",[507],507,ADOPTS,采取,Adopts,采取 / Adopts
rel_eb4148343ebc0481,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_592d98a308407ae9,MH 轮主机燃用劣质燃油，缸套异常磨损,燃油自动清洗滤器,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_cf6f2f09186f1af5,REL_5D0512FBC4,ent_8e2249fcb93a35e2,ent_7ca436dbd40c22c8,MH 轮主机燃用劣质燃油，缸套异常磨损,西雅图港,事故案例,地点,处置于,处置于,处置于,抵...港...立即吊缸更换,"[""抵...港...立即吊缸更换""]",抵...港...立即吊缸更换,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处置于"", ""relation_key"": ""处置于"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""地点""}",[507],507,REMEDIATES_AT,处置于,Remediates At,处置于 / Remediates At
rel_fcb904c7677f37d3,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_866d3755cd6efd2e,MH 轮主机燃用劣质燃油，缸套异常磨损,第 6 缸,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_09d5ad4dc7714d42,REL_3F8A56C3E0,ent_8e2249fcb93a35e2,ent_8df2ce924bf2378a,MH 轮主机燃用劣质燃油，缸套异常磨损,美国长滩港,事故案例,地点,发生于,发生于,发生于,在...加装,"[""在...加装""]",在...加装,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""地点""}",[507],507,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
rel_568e4cb29b9d2a3d,REL_5BE0DD1AA4,ent_8e2249fcb93a35e2,ent_b7e3ed976ff83988,MH 轮主机燃用劣质燃油，缸套异常磨损,漂航吊缸,事故案例,处置措施,采取,采取,采取,采取,"[""采取""]",采取,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""处置措施""}",[507],507,ADOPTS,采取,Adopts,采取 / Adopts
rel_2f0b1c27aa2c0194,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_c36804f0e8a37b9b,MH 轮主机燃用劣质燃油，缸套异常磨损,主机,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_3f745adea49bb0fe,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_d35a199697fac10e,MH 轮主机燃用劣质燃油，缸套异常磨损,第 1 缸,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_5ca3b58952515efd,REL_27FBB3DC61,ent_8e2249fcb93a35e2,ent_ed55f4b293cd01c8,MH 轮主机燃用劣质燃油，缸套异常磨损,第 2 缸,事故案例,设备部件,涉及设备,涉及设备,涉及设备,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[507],507,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_e197e7f045b7eb23,REL_E225E6AD07,ent_8eecdd9bbe455a74,ent_0bdcce432aad38e1,No.1 空冷器,冷却管束,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,底部约有,"[""底部约有""]",底部约有,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[478],478,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_21767e51921e742e,REL_F397DD8B78,ent_902eba32e46c7b89,ent_d2643bf492ca1cc1,更换缸头起动阀,缸头起动阀,处置措施,设备部件,处理对象,处理对象,处理对象,处理对象,"[""处理对象""]",处理对象,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[489],489,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_fa8912300a61d49c,REL_EDD5CAA12A,ent_905e11b0844c582f,ent_c36804f0e8a37b9b,排烟温度时而升高时而停滞不动时而又下降,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[480],480,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_bdb1fb2b4ec9195a,REL_9899E5D4D0,ent_90879291621b2d30,ent_208e2cbb51e23ddd,主机运行中导套上下运动、振动,导套保险销紧固螺丝,原因因素,设备部件,导致,导致,导致,导致...松动,"[""导致...松动""]",导致...松动,,unmapped,null,[465],465,CAUSES,导致,Causes,导致 / Causes
rel_99d03470dd092cd3,REL_F397DD8B78,ent_909c8411210be492,ent_178cab299c13848f,口琴阀全部拆洗,口琴阀,处置措施,设备部件,处理对象,处理对象,处理对象,拆洗,"[""拆洗""]",拆洗,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[466],466,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_394bc24e995679be,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_489770af18e8644b,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,第 4 缸缸头裂缝,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_c78ce23e9e7db572,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_4affd9af2fc169f4,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,排气阀吹坏,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_8294a7f5f11323c2,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_74260b00067f04b2,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,第 2 缸活塞头烧蚀,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_f5e0ca1069cec7ad,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_8d77fe6030eaeac5,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,缸头起动阀损坏,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_60d906b78ddfa207,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_c048c832b0f4051d,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,爆压明显高于正常值,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_2a55a09d84c97851,REL_9899E5D4D0,ent_9159e55dfe19b66a,ent_e1aba26455959428,1995 年 3 月主机第 1~6 缸定时曾超前调了 5 度,第 5 缸缸头、缸套同时裂损,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[510],510,CAUSES,导致,Causes,导致 / Causes
rel_dd478f47487fe006,REL_E225E6AD07,ent_91a68897f7d8d35b,ent_4ea38d5f0b8db03c,No.5 缸燃油凸轮,凸轮轴,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,位于...之间,"[""位于...之间""]",位于...之间,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[513],513,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_f0ebfdc041117b1c,REL_9899E5D4D0,ent_9268d73462dda481,ent_0a24e6d5391a8078,主机长期超负荷运行,转子弯曲变形,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[486],486,CAUSES,导致,Causes,导致 / Causes
rel_6ad20e5fede12295,REL_F397DD8B78,ent_932bc133cf5727a5,ent_67654c5f4f2e5d29,停车吊缸,缸套,处置措施,设备部件,处理对象,处理对象,处理对象,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[484],484,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_d3db0899c3fb1c36,REL_E225E6AD07,ent_93452cdc0ba8adda,ent_feafbcc661b1d3a0,柱塞弹簧,高压油泵,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,高压油泵柱塞弹簧,"[""高压油泵柱塞弹簧""]",高压油泵柱塞弹簧,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[482],482,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_33ba654c2c5c719b,REL_E225E6AD07,ent_9417366731dedd49,ent_9758de461c0f8ea6,主机燃油输送泵,进口滤器,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,主机燃油输送泵进口滤器,"[""主机燃油输送泵进口滤器""]",主机燃油输送泵进口滤器,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[505],505,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_515b27e70f71f696,REL_EDD5CAA12A,ent_9425949d15c5c53c,ent_67654c5f4f2e5d29,缸头、缸套裂纹,缸套,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[511],511,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_69191f31f5aac4f7,REL_EDD5CAA12A,ent_9425949d15c5c53c,ent_d946bed6647fb563,缸头、缸套裂纹,缸头,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[511],511,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_af7360f9e6cec1c7,REL_9899E5D4D0,ent_9425949d15c5c53c,ent_da642eb66f43e46d,缸头、缸套裂纹,附件损坏,故障损伤,故障损伤,导致,导致,导致,引起,"[""引起""]",引起,,unmapped,null,[511],511,CAUSES,导致,Causes,导致 / Causes
rel_7a5b4410c9a96c3e,REL_EDD5CAA12A,ent_949426fd951ae71a,ent_d985308b4e176b6b,烟气从曲拐箱上来,曲拐箱,故障损伤,设备部件,发生部位,发生部位,发生部位,从曲拐箱上来,"[""从曲拐箱上来""]",从曲拐箱上来,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[476],476,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_4c51bf7b76c8d4f3,REL_E225E6AD07,ent_94f51cb120d80044,ent_c36804f0e8a37b9b,油雾浓度探测器,主机,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,主机油雾浓度探测器,"[""主机油雾浓度探测器""]",主机油雾浓度探测器,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[476],476,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_887cd79390b15528,REL_EDD5CAA12A,ent_9533f51876abd391,ent_1ce66297a548e505,叶轮擦碰涡壳,叶轮,故障损伤,设备部件,发生部位,发生部位,发生部位,叶轮,"[""叶轮""]",叶轮,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[498],498,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_878ddb72d534e5da,REL_EDD5CAA12A,ent_9533f51876abd391,ent_5804a0fa4a353557,叶轮擦碰涡壳,涡壳,故障损伤,设备部件,发生部位,发生部位,发生部位,涡壳,"[""涡壳""]",涡壳,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[498],498,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_35e08e227a1adb3a,REL_F397DD8B78,ent_957dfb7e9c00bae8,ent_3a12eba919928b26,换新缸套并更换全部活塞令后装复,活塞令,处置措施,设备部件,处理对象,处理对象,处理对象,更换全部活塞令,"[""更换全部活塞令""]",更换全部活塞令,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[473],473,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_e7fcc953119f9912,REL_F397DD8B78,ent_957dfb7e9c00bae8,ent_67654c5f4f2e5d29,换新缸套并更换全部活塞令后装复,缸套,处置措施,设备部件,处理对象,处理对象,处理对象,换新缸套,"[""换新缸套""]",换新缸套,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[473],473,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_9be3d051d2d6c8ea,REL_F397DD8B78,ent_958908a97cbfba24,ent_199bfee447df4803,对第 2、3、7 缸吊缸检查,第 3 缸,处置措施,设备部件,处理对象,处理对象,处理对象,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[493],493,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_7a204c584cfb8f23,REL_F397DD8B78,ent_958908a97cbfba24,ent_b434ae3055a65e14,对第 2、3、7 缸吊缸检查,第 7 缸,处置措施,设备部件,处理对象,处理对象,处理对象,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[493],493,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_900e709a02c89e88,REL_F397DD8B78,ent_958908a97cbfba24,ent_ed55f4b293cd01c8,对第 2、3、7 缸吊缸检查,第 2 缸,处置措施,设备部件,处理对象,处理对象,处理对象,检查,"[""检查""]",检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[493],493,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_07d0803a340b120c,REL_9899E5D4D0,ent_959a3fdb1aa453cb,ent_623b34e0c071cc5d,空冷器脏堵,空冷器污染,原因因素,故障损伤,导致,导致,导致,致使...快速污染,"[""致使...快速污染""]",致使...快速污染,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[467],467,CAUSES,导致,Causes,导致 / Causes
rel_a13b25485e3d9e4a,REL_9899E5D4D0,ent_95baa87200810cb5,ent_aeab73e527fbd6d8,排气阀被吹坏,第 3 缸排温显著升高,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[492],492,CAUSES,导致,Causes,导致 / Causes
rel_ade43dc5fa4e6708,REL_EDD5CAA12A,ent_96684fb4fd7f0173,ent_67654c5f4f2e5d29,拉伤,缸套,故障损伤,设备部件,发生部位,发生部位,发生部位,缸套严重拉伤,"[""缸套严重拉伤""]",缸套严重拉伤,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[473],473,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_a7deee5524100bc1,REL_EDD5CAA12A,ent_9681c5af6fd72c02,ent_c36804f0e8a37b9b,增压器喘振有增无减且更为频繁,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,发生部位,"[""发生部位""]",发生部位,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[472],472,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_ac6f4292b49f1f9a,REL_EDD5CAA12A,ent_9681c5af6fd72c02,ent_c3b385372874cffa,增压器喘振有增无减且更为频繁,增压器,故障损伤,设备部件,发生部位,发生部位,发生部位,发生部位,"[""发生部位""]",发生部位,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[472],472,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_26865b4c0383286d,REL_EDD5CAA12A,ent_969ca5f8251709f0,ent_77ce5f2c54bc402e,第 2 缸活塞顶部有一直径约 5mm 的小孔,第 2 缸活塞头,故障损伤,设备部件,发生部位,发生部位,发生部位,活塞顶部有...小孔,"[""活塞顶部有...小孔""]",活塞顶部有...小孔,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[476],476,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_442975118204c46f,REL_FEA281029C,ent_96ed039572579fbe,ent_54c6b65d166f85f9,提高分油机分滤效果,分油机,防范要求,设备部件,适用于,适用于,适用于,适用于,"[""适用于""]",适用于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""防范要求"", ""target_entity_type"": ""设备部件""}",[509],509,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_9181e271e9bd71be,REL_9899E5D4D0,ent_971e855d01e0bf29,ent_64bdee1938e5e657,铝矿粉,燃烧不良,原因因素,故障损伤,导致,导致,导致,引起,"[""引起""]",引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[461],461,CAUSES,导致,Causes,导致 / Causes
rel_0edcbde53bc8dcd5,REL_9899E5D4D0,ent_971e855d01e0bf29,ent_d2b1f9bed6258940,铝矿粉,活塞环不正常磨损,原因因素,故障损伤,导致,导致,导致,加剧了,"[""加剧了""]",加剧了,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[461],461,CAUSES,导致,Causes,导致 / Causes
